Round,Winner_ID,Winning_Bid,Second_Price,P1_Strategy,P1_TrueVal,P1_Bid,P1_Profit,P1_TotalProfit,P2_Strategy,P2_TrueVal,P2_Bid,P2_Profit,P2_TotalProfit,P3_Strategy,P3_TrueVal,P3_Bid,P3_Profit,P3_TotalProfit,P4_Strategy,P4_TrueVal,P4_Bid,P4_Profit,P4_TotalProfit,P5_Strategy,P5_TrueVal,P5_Bid,P5_Profit,P5_TotalProfit,P6_Strategy,P6_TrueVal,P6_Bid,P6_Profit,P6_TotalProfit,P7_Strategy,P7_TrueVal,P7_Bid,P7_Profit,P7_TotalProfit,P8_Strategy,P8_TrueVal,P8_Bid,P8_Profit,P8_TotalProfit,P9_Strategy,P9_TrueVal,P9_Bid,P9_Profit,P9_TotalProfit,P10_Strategy,P10_TrueVal,P10_Bid,P10_Profit,P10_TotalProfit,P11_Strategy,P11_TrueVal,P11_Bid,P11_Profit,P11_TotalProfit,P12_Strategy,P12_TrueVal,P12_Bid,P12_Profit,P12_TotalProfit,P13_Strategy,P13_TrueVal,P13_Bid,P13_Profit,P13_TotalProfit,P14_Strategy,P14_TrueVal,P14_Bid,P14_Profit,P14_TotalProfit,P15_Strategy,P15_TrueVal,P15_Bid,P15_Profit,P15_TotalProfit,P16_Strategy,P16_TrueVal,P16_Bid,P16_Profit,P16_TotalProfit,P17_Strategy,P17_TrueVal,P17_Bid,P17_Profit,P17_TotalProfit,P18_Strategy,P18_TrueVal,P18_Bid,P18_Profit,P18_TotalProfit,P19_Strategy,P19_TrueVal,P19_Bid,P19_Profit,P19_TotalProfit,P20_Strategy,P20_TrueVal,P20_Bid,P20_Profit,P20_TotalProfit
19,9,224.01620686553133,221.34773943602784,truthful,83.73530485150886,83.73530485150886,0.0,0.0,random,83.21737510490189,34.63840401751157,0.0,0.0,always_zero,63.973728247588625,0.0,0.0,0.0,always_max,53.37840075984046,200.0,0.0,-184.07547030641837,underbid_10_percent,131.6801632318041,118.51214690862369,0.0,0.0,overbid_10_percent,106.37562832781731,117.01319116059905,0.0,0.0,underbid_fixed_10,50.38163585487745,40.38163585487745,0.0,0.0,overbid_fixed_10,149.82613448293256,159.82613448293256,0.0,0.0,imitate_last_winner,134.26271345421176,224.01620686553133,-87.08502598181607,-1825.7464235099328,average_past_winners,122.42868078697056,221.34773943602784,0.0,0.0,adaptive_increase,78.89339700839867,94.67207641007839,0.0,0.0,adaptive_decrease,95.54591359759489,95.54591359759489,0.0,0.0,spiteful,87.16788217575954,130.75182326363932,0.0,-50.65586208964578,timid,134.79005418791021,67.39502709395511,0.0,0.0,epsilon_greedy,113.60960083792008,168.24503145941952,0.0,0.0,trend_follower,80.90180729278057,80.90180729278057,0.0,0.0,memory_3_avg,99.56534992345314,90.61075030841477,0.0,0.0,competitor_aware,91.23481200535804,96.23481200535804,0.0,0.0,win_stay_lose_shift,116.64470315953791,2.7501230831136203,0.0,0.0,strategy_switcher,70.13697690321916,84.16437228386299,0.0,0.0
20,9,224.01620686553133,221.48818509021226,truthful,93.9660825509637,93.9660825509637,0.0,0.0,random,61.86925367923287,78.89119273776815,0.0,0.0,always_zero,131.77293448458488,0.0,0.0,0.0,always_max,92.99327222819777,200.0,0.0,-184.07547030641837,underbid_10_percent,105.37564452495936,94.83808007246343,0.0,0.0,overbid_10_percent,52.49048883231927,57.7395377155512,0.0,0.0,underbid_fixed_10,97.99226846873184,87.99226846873184,0.0,0.0,overbid_fixed_10,94.97699099364382,104.97699099364382,0.0,0.0,imitate_last_winner,81.30795826923023,224.01620686553133,-140.18022682098203,-1965.9266503309148,average_past_winners,83.23000407126615,221.48818509021226,0.0,0.0,adaptive_increase,56.48842467158413,67.78610960590095,0.0,0.0,adaptive_decrease,129.051444729749,129.051444729749,0.0,0.0,spiteful,110.28154237367421,165.42231356051133,0.0,-50.65586208964578,timid,109.45954971972296,54.72977485986148,0.0,0.0,epsilon_greedy,120.63908690759236,120.63908690759236,0.0,0.0,trend_follower,100.9173381564627,100.9173381564627,0.0,0.0,memory_3_avg,50.145854477181004,90.61459599369125,0.0,0.0,competitor_aware,99.87564952807739,104.87564952807739,0.0,0.0,win_stay_lose_shift,93.3866814226758,159.90813218508927,0.0,0.0,strategy_switcher,98.75866100457728,118.51039320549273,0.0,0.0
21,9,224.01620686553133,221.61458617897824,truthful,128.92324248436591,128.92324248436591,0.0,0.0,random,93.86047840648595,109.54434577954639,0.0,0.0,always_zero,131.41158433063987,0.0,0.0,0.0,always_max,100.55728057293645,200.0,0.0,-184.07547030641837,underbid_10_percent,131.1839017750762,118.06551159756859,0.0,0.0,overbid_10_percent,126.13980742043445,138.75378816247792,0.0,0.0,underbid_fixed_10,55.90906436964773,45.90906436964773,0.0,0.0,overbid_fixed_10,117.30191921488284,127.30191921488284,0.0,0.0,imitate_last_winner,121.81668363138257,224.01620686553133,-99.79790254759567,-2065.7245528785106,average_past_winners,143.13249176903997,221.61458617897824,0.0,0.0,adaptive_increase,114.15275678186994,136.98330813824393,0.0,0.0,adaptive_decrease,92.09099442519383,92.09099442519383,0.0,0.0,spiteful,111.39096994786402,167.08645492179602,0.0,-50.65586208964578,timid,85.48833617899476,42.74416808949738,0.0,0.0,epsilon_greedy,134.21584255637867,134.21584255637867,0.0,0.0,trend_follower,110.86680768617973,110.86680768617973,0.0,0.0,memory_3_avg,137.8766915766373,90.61333031979228,0.0,0.0,competitor_aware,80.19496555913739,85.19496555913739,0.0,0.0,win_stay_lose_shift,115.34345609482448,91.34145429927804,0.0,0.0,strategy_switcher,132.51981503434342,159.0237780412121,0.0,0.0
22,9,224.01620686553133,221.72894906881413,truthful,77.87264774673021,77.87264774673021,0.0,0.0,random,114.97333104312581,51.92164527628693,0.0,0.0,always_zero,84.96311122440605,0.0,0.0,0.0,always_max,86.7704201436191,200.0,0.0,-184.07547030641837,underbid_10_percent,133.63502164849376,120.27151948364438,0.0,0.0,overbid_10_percent,50.22005403984314,55.24205944382746,0.0,0.0,underbid_fixed_10,81.05420163146484,71.05420163146484,0.0,0.0,overbid_fixed_10,105.50081388383862,115.50081388383862,0.0,0.0,imitate_last_winner,112.78666571418819,224.01620686553133,-108.94228335462594,-2174.6668362331366,average_past_winners,61.53016899622964,221.72894906881413,0.0,0.0,adaptive_increase,89.46318577232412,107.35582292678895,0.0,0.0,adaptive_decrease,142.8017373983002,142.8017373983002,0.0,0.0,spiteful,60.170717528460536,90.2560762926908,0.0,-50.65586208964578,timid,83.67102801032271,41.83551400516136,0.0,0.0,epsilon_greedy,120.10846184804083,120.10846184804083,0.0,0.0,trend_follower,84.17841568431061,84.17841568431061,0.0,0.0,memory_3_avg,124.11720209349876,90.61289220729942,0.0,0.0,competitor_aware,92.38537930640777,97.38537930640777,0.0,0.0,win_stay_lose_shift,99.80048991398405,49.91133996538155,0.0,0.0,strategy_switcher,94.59705419550929,113.51646503461114,0.0,0.0
23,9,224.01620686553133,221.8329153323013,truthful,99.71180289698859,99.71180289698859,0.0,0.0,random,137.12338773584918,53.37711564603082,0.0,0.0,always_zero,83.67091023845902,0.0,0.0,0.0,always_max,60.604713432646584,200.0,0.0,-184.07547030641837,underbid_10_percent,138.38456456186475,124.54610810567827,0.0,0.0,overbid_10_percent,72.18323645508734,79.40156010059609,0.0,0.0,underbid_fixed_10,106.01476525095057,96.01476525095057,0.0,0.0,overbid_fixed_10,131.38287288934873,141.38287288934873,0.0,0.0,imitate_last_winner,81.44622579317932,224.01620686553133,-140.38668953912196,-2315.0535257722586,average_past_winners,98.73414367901731,221.8329153323013,0.0,0.0,adaptive_increase,78.56094232603796,94.27313079124555,0.0,0.0,adaptive_decrease,132.52338952938845,132.52338952938845,0.0,0.0,spiteful,104.2219354018197,156.33290310272957,0.0,-50.65586208964578,timid,96.61262689966381,48.306313449831904,0.0,0.0,epsilon_greedy,127.58790245455681,127.58790245455681,0.0,0.0,trend_follower,144.6017636549809,144.6017636549809,0.0,0.0,memory_3_avg,103.85903520532077,90.6136061735943,0.0,0.0,competitor_aware,85.5887122745504,90.5887122745504,0.0,0.0,win_stay_lose_shift,100.95712007968078,163.61936514555225,0.0,0.0,strategy_switcher,57.2221815013373,68.66661780160476,0.0,0.0
24,9,224.01620686553133,221.9278410511374,truthful,84.5697554738918,84.5697554738918,0.0,0.0,random,63.83395798007307,151.16305282223027,0.0,0.0,always_zero,109.90060648156242,0.0,0.0,0.0,always_max,107.89788862987419,200.0,0.0,-184.07547030641837,underbid_10_percent,114.92514147034231,103.43262732330808,0.0,0.0,overbid_10_percent,62.01610873894528,68.21771961283982,0.0,0.0,underbid_fixed_10,101.33444635002957,91.33444635002957,0.0,0.0,overbid_fixed_10,144.10078001911302,154.10078001911302,0.0,0.0,imitate_last_winner,149.11626017745064,224.01620686553133,-72.81158087368675,-2387.865106645945,average_past_winners,65.34812164618532,221.9278410511374,0.0,0.0,adaptive_increase,126.99456782558983,152.3934813907078,0.0,0.0,adaptive_decrease,60.05606170359623,60.05606170359623,0.0,0.0,spiteful,107.46902503720334,161.203537555805,0.0,-50.65586208964578,timid,61.58712105095145,30.793560525475726,0.0,0.0,epsilon_greedy,129.70593366260283,129.70593366260283,0.0,0.0,trend_follower,103.1817473213892,103.1817473213892,0.0,0.0,memory_3_avg,85.2898868444782,90.61327623356199,0.0,0.0,competitor_aware,92.02536253474678,97.02536253474678,0.0,0.0,win_stay_lose_shift,142.08562125638122,112.74185610518987,0.0,0.0,strategy_switcher,134.6581032531742,161.58972390380904,0.0,0.0
25,9,224.01620686553133,222.01485629340382,truthful,112.94124905074881,112.94124905074881,0.0,0.0,random,139.57636895338186,149.4822844143544,0.0,0.0,always_zero,118.55808522000825,0.0,0.0,0.0,always_max,119.97994022666245,200.0,0.0,-184.07547030641837,underbid_10_percent,81.98599589554281,73.78739630598854,0.0,0.0,overbid_10_percent,147.65061666031346,162.41567832634482,0.0,0.0,underbid_fixed_10,84.14736982028626,74.14736982028626,0.0,0.0,overbid_fixed_10,71.86961094114842,81.86961094114842,0.0,0.0,imitate_last_winner,100.5040488629183,224.01620686553133,-121.51080743048553,-2509.3759140764305,average_past_winners,128.99638563049692,222.01485629340382,0.0,0.0,adaptive_increase,130.4451673357712,156.53420080292543,0.0,0.0,adaptive_decrease,149.5173190949668,149.5173190949668,0.0,0.0,spiteful,55.837582805687234,83.75637420853084,0.0,-50.65586208964578,timid,53.32344323271552,26.66172161635776,0.0,0.0,epsilon_greedy,135.17285516467018,135.17285516467018,0.0,0.0,trend_follower,116.36815298873697,116.36815298873697,0.0,0.0,memory_3_avg,112.68287256273274,90.61325820481858,0.0,0.0,competitor_aware,102.60630828875247,107.60630828875247,0.0,0.0,win_stay_lose_shift,94.55240806200212,36.782202873131766,0.0,0.0,strategy_switcher,53.53225734645072,64.23870881574086,0.0,0.0
26,9,224.01620686553133,222.09491031628895,truthful,101.89058290711591,101.89058290711591,0.0,0.0,random,127.30794434853418,62.277354970095764,0.0,0.0,always_zero,79.25596162056186,0.0,0.0,0.0,always_max,146.73606358035158,200.0,0.0,-184.07547030641837,underbid_10_percent,63.20677823264205,56.886100409377846,0.0,0.0,overbid_10_percent,97.57203773898246,107.32924151288071,0.0,0.0,underbid_fixed_10,52.816155451877144,42.816155451877144,0.0,0.0,overbid_fixed_10,88.66123275526425,98.66123275526425,0.0,0.0,imitate_last_winner,136.05422368178824,224.01620686553133,-86.0406866345007,-2595.416600710931,average_past_winners,138.00142306190963,222.09491031628895,0.0,0.0,adaptive_increase,129.3830701993841,155.2596842392609,0.0,0.0,adaptive_decrease,101.87175911941475,101.87175911941475,0.0,0.0,spiteful,57.01984750763043,85.52977126144565,0.0,-50.65586208964578,timid,113.87531521088208,56.93765760544104,0.0,0.0,epsilon_greedy,122.49075721937098,122.49075721937098,0.0,0.0,trend_follower,136.03549380693246,136.03549380693246,0.0,0.0,memory_3_avg,81.27201831300673,90.61338020399164,0.0,0.0,competitor_aware,129.3579880731662,134.3579880731662,0.0,0.0,win_stay_lose_shift,69.73369940928819,55.29714855222567,0.0,0.0,strategy_switcher,117.70394752623655,141.24473703148385,0.0,0.0
27,9,224.01620686553133,222.16880633741368,truthful,55.13776851065669,55.13776851065669,0.0,0.0,random,129.42424309013774,106.56322948352151,0.0,0.0,always_zero,122.81660155652267,0.0,0.0,0.0,always_max,52.32316646417081,200.0,0.0,-184.07547030641837,underbid_10_percent,127.46205226727247,114.71584704054523,0.0,0.0,overbid_10_percent,58.383798328664305,64.22217816153073,0.0,0.0,underbid_fixed_10,59.710832838342895,49.710832838342895,0.0,0.0,overbid_fixed_10,133.60580205027645,143.60580205027645,0.0,0.0,imitate_last_winner,118.97660052221191,224.01620686553133,-103.19220581520177,-2698.608806526133,average_past_winners,143.50529450409798,222.16880633741368,0.0,0.0,adaptive_increase,112.67898852580291,135.21478623096348,0.0,0.0,adaptive_decrease,147.5157179838335,147.5157179838335,0.0,0.0,spiteful,143.11688062524433,214.6753209378665,0.0,-50.65586208964578,timid,56.21641455978783,28.108207279893914,0.0,0.0,epsilon_greedy,111.64241285659025,102.19146253414154,0.0,0.0,trend_follower,56.97294591341607,56.97294591341607,0.0,0.0,memory_3_avg,84.77950428215507,90.61330488079074,0.0,0.0,competitor_aware,56.563155120909926,61.563155120909926,0.0,0.0,win_stay_lose_shift,83.05104361497354,78.6429110974394,0.0,0.0,strategy_switcher,112.68736531510295,135.22483837812354,0.0,0.0
28,9,224.01620686553133,222.23722857919583,truthful,128.96061741582704,128.96061741582704,0.0,0.0,random,143.7685605626897,44.72853253603155,0.0,0.0,always_zero,78.85764308383929,0.0,0.0,0.0,always_max,87.1597833744598,200.0,0.0,-184.07547030641837,underbid_10_percent,57.33207178357536,51.59886460521783,0.0,0.0,overbid_10_percent,83.00323316075686,91.30355647683255,0.0,0.0,underbid_fixed_10,136.1144478419228,126.11444784192281,0.0,0.0,overbid_fixed_10,62.08779864235247,72.08779864235247,0.0,0.0,imitate_last_winner,57.13850209643672,224.01620686553133,-165.0987264827591,-2863.707533008892,average_past_winners,100.75026724283697,222.23722857919583,0.0,0.0,adaptive_increase,123.68999326732101,148.42799192078522,0.0,0.0,adaptive_decrease,73.26323897313765,73.26323897313765,0.0,0.0,spiteful,56.6767930526877,85.01518957903156,0.0,-50.65586208964578,timid,98.47875917715521,49.239379588577606,0.0,0.0,epsilon_greedy,126.34483525211327,126.34483525211327,0.0,0.0,trend_follower,55.958045389095076,55.958045389095076,0.0,0.0,memory_3_avg,102.32836078736085,90.61331442986699,0.0,0.0,competitor_aware,130.7738499126673,135.7738499126673,0.0,0.0,win_stay_lose_shift,142.5596457396448,103.54689918780564,0.0,0.0,strategy_switcher,66.08324039172133,79.2998884700656,0.0,0.0
29,9,224.01620686553133,222.30076351799354,truthful,90.58207020570553,90.58207020570553,0.0,0.0,random,57.855261963404594,52.3226015056826,0.0,0.0,always_zero,93.25447575429631,0.0,0.0,0.0,always_max,64.86080686697424,200.0,0.0,-184.07547030641837,underbid_10_percent,133.8928536703158,120.50356830328421,0.0,0.0,overbid_10_percent,61.59006891348531,67.74907580483385,0.0,0.0,underbid_fixed_10,147.48275085307927,137.48275085307927,0.0,0.0,overbid_fixed_10,73.04728598722903,83.04728598722903,0.0,0.0,imitate_last_winner,116.49300897902333,224.01620686553133,-105.80775453897022,-2969.515287547862,average_past_winners,50.43046483258207,222.30076351799354,0.0,0.0,adaptive_increase,59.36685327948375,71.2402239353805,0.0,0.0,adaptive_decrease,97.70270862445551,97.70270862445551,0.0,0.0,spiteful,91.46809499923879,137.20214249885817,0.0,-50.65586208964578,timid,99.47117142673457,49.735585713367286,0.0,0.0,epsilon_greedy,126.53257129298518,126.53257129298518,0.0,0.0,trend_follower,85.84577883164988,85.84577883164988,0.0,0.0,memory_3_avg,80.58862222977531,90.6133331715498,0.0,0.0,competitor_aware,68.58048374377799,73.58048374377799,0.0,0.0,win_stay_lose_shift,140.9871527800678,163.33479163377578,0.0,0.0,strategy_switcher,73.19552296222778,87.83462755467333,0.0,0.0
30,9,224.01620686553133,222.35991673687417,truthful,72.59593165956719,72.59593165956719,0.0,0.0,random,147.52466576483053,182.2188304752622,0.0,0.0,always_zero,65.15064164731511,0.0,0.0,0.0,always_max,87.32923345871248,200.0,0.0,-184.07547030641837,underbid_10_percent,120.17554935391647,108.15799441852482,0.0,0.0,overbid_10_percent,147.94428560897057,162.73871416986765,0.0,0.0,underbid_fixed_10,52.067884818650576,42.067884818650576,0.0,0.0,overbid_fixed_10,129.43508106290383,139.43508106290383,0.0,0.0,imitate_last_winner,96.74971413122256,224.01620686553133,-125.61020260565161,-3095.1254901535135,average_past_winners,131.91278353271568,222.35991673687417,0.0,0.0,adaptive_increase,131.48704476356426,157.7844537162771,0.0,0.0,adaptive_decrease,76.64422864033203,76.64422864033203,0.0,0.0,spiteful,123.20355275055732,184.80532912583598,0.0,-50.65586208964578,timid,71.5256896440601,35.76284482203005,0.0,0.0,epsilon_greedy,125.49968133299939,125.49968133299939,0.0,0.0,trend_follower,122.13827003754457,122.13827003754457,0.0,0.0,memory_3_avg,135.02465724691183,90.61331749406918,0.0,0.0,competitor_aware,99.94849304558252,104.94849304558252,0.0,0.0,win_stay_lose_shift,127.27774617655479,105.62170716371604,0.0,0.0,strategy_switcher,62.3014218356893,74.76170620282716,0.0,0.0
31,9,224.01620686553133,222.41512640782943,truthful,108.9066411254648,108.9066411254648,0.0,0.0,random,88.67074067064834,53.11809768071003,0.0,0.0,always_zero,89.87316556137057,0.0,0.0,0.0,always_max,57.764153586118105,200.0,0.0,-184.07547030641837,underbid_10_percent,146.40048380489384,131.76043542440445,0.0,0.0,overbid_10_percent,80.40745882765147,88.44820471041662,0.0,0.0,underbid_fixed_10,72.78230599415835,62.78230599415835,0.0,0.0,overbid_fixed_10,146.22400838005655,156.22400838005655,0.0,0.0,imitate_last_winner,118.00956993665996,224.01620686553133,-104.40555647116948,-3199.531046624683,average_past_winners,121.22508992901594,222.41512640782943,0.0,0.0,adaptive_increase,51.712672328779064,62.055206794534875,0.0,0.0,adaptive_decrease,61.250364085813345,61.250364085813345,0.0,0.0,spiteful,85.3039734779762,127.9559602169643,0.0,-50.65586208964578,timid,145.8029213852766,72.9014606926383,0.0,0.0,epsilon_greedy,103.011492277782,103.011492277782,0.0,0.0,trend_follower,61.1947659983563,61.1947659983563,0.0,0.0,memory_3_avg,61.055144447371276,90.61332169849533,0.0,0.0,competitor_aware,148.71107132893457,153.71107132893457,0.0,0.0,win_stay_lose_shift,88.41050240064334,77.97409340367894,0.0,0.0,strategy_switcher,65.30386812274625,78.3646417472955,0.0,0.0
32,9,224.01620686553133,222.4667741645295,truthful,106.24191945738303,106.24191945738303,0.0,0.0,random,96.34256875117765,40.58966153444328,0.0,0.0,always_zero,129.0991968319936,0.0,0.0,0.0,always_max,92.30276078741633,200.0,0.0,-184.07547030641837,underbid_10_percent,144.40893722140765,129.96804349926688,0.0,0.0,overbid_10_percent,125.04161883817304,137.54578072199035,0.0,0.0,underbid_fixed_10,99.05431762641638,89.05431762641638,0.0,0.0,overbid_fixed_10,109.93256947399024,119.93256947399024,0.0,0.0,imitate_last_winner,112.58049309237848,224.01620686553133,-109.88628107215104,-3309.417327696834,average_past_winners,107.0997489017609,222.4667741645295,0.0,0.0,adaptive_increase,116.2493267849174,139.49919214190086,0.0,0.0,adaptive_decrease,51.8977867971879,51.8977867971879,0.0,0.0,spiteful,118.75015610672172,178.12523416008258,0.0,-50.65586208964578,timid,139.22127555188416,69.61063777594208,0.0,0.0,epsilon_greedy,57.79150310759913,57.79150310759913,0.0,0.0,trend_follower,120.014763457137,120.014763457137,0.0,0.0,memory_3_avg,94.68449829216635,90.61332412137143,0.0,0.0,competitor_aware,87.10735026496984,92.10735026496984,0.0,0.0,win_stay_lose_shift,94.98198683189158,66.57212038871847,0.0,0.0,strategy_switcher,145.19742018669766,174.23690422403718,0.0,0.0
33,9,224.01620686553133,222.51519393643582,truthful,72.93678224968436,72.93678224968436,0.0,0.0,random,103.34746089070016,105.6787547358373,0.0,0.0,always_zero,58.90023333643531,0.0,0.0,0.0,always_max,118.44678174928728,200.0,0.0,-184.07547030641837,underbid_10_percent,107.82172459026097,97.03955213123487,0.0,0.0,overbid_10_percent,113.92857678439147,125.32143446283062,0.0,0.0,underbid_fixed_10,71.21242821655238,61.21242821655238,0.0,0.0,overbid_fixed_10,54.75735601106434,64.75735601106433,0.0,0.0,imitate_last_winner,64.03935349109898,224.01620686553133,-158.47584044533684,-3467.893168142171,average_past_winners,131.9666379068771,222.51519393643582,0.0,0.0,adaptive_increase,125.37029795601751,150.44435754722102,0.0,0.0,adaptive_decrease,87.52794198147967,87.52794198147967,0.0,0.0,spiteful,61.057552059085666,91.5863280886285,0.0,-50.65586208964578,timid,110.73765165138516,55.36882582569258,0.0,0.0,epsilon_greedy,80.80452664643136,80.80452664643136,0.0,0.0,trend_follower,96.4620309189227,96.4620309189227,0.0,0.0,memory_3_avg,83.4921121251231,90.61332110464531,0.0,0.0,competitor_aware,86.80511396106823,91.80511396106823,0.0,0.0,win_stay_lose_shift,124.66984773188638,111.98787477014933,0.0,0.0,strategy_switcher,75.7396959337438,90.88763512049256,0.0,0.0
34,9,224.01620686553133,222.56067917671146,truthful,129.2418968523495,129.2418968523495,0.0,0.0,random,123.24449400277227,168.2067041858077,0.0,0.0,always_zero,117.23661363996929,0.0,0.0,0.0,always_max,110.07392905698923,200.0,0.0,-184.07547030641837,underbid_10_percent,104.12669966436297,93.71402969792668,0.0,0.0,overbid_10_percent,80.93251428397859,89.02576571237645,0.0,0.0,underbid_fixed_10,88.78673930955257,78.78673930955257,0.0,0.0,overbid_fixed_10,88.2866270901811,98.2866270901811,0.0,0.0,imitate_last_winner,95.31601506757293,224.01620686553133,-127.24466410913853,-3595.1378322513096,average_past_winners,71.99262182652424,222.56067917671146,0.0,0.0,adaptive_increase,71.61822655734946,85.94187186881935,0.0,0.0,adaptive_decrease,84.80367684412505,84.80367684412505,0.0,0.0,spiteful,77.92492953484498,116.88739430226747,0.0,-50.65586208964578,timid,141.94680661382702,70.97340330691351,0.0,0.0,epsilon_greedy,146.22036758730246,146.22036758730246,0.0,0.0,trend_follower,105.93545913966145,105.93545913966145,0.0,0.0,memory_3_avg,70.6058819923179,90.61332230817068,0.0,0.0,competitor_aware,136.24085229842484,141.24085229842484,0.0,0.0,win_stay_lose_shift,69.01862199167644,80.41542860605337,0.0,0.0,strategy_switcher,81.49588361486579,97.79506033783895,0.0,0.0
35,13,224.8046955091723,224.01620686553133,truthful,103.6158549709784,103.6158549709784,0.0,0.0,random,51.307386388740504,3.6856004577022317,0.0,0.0,always_zero,146.8703289422704,0.0,0.0,0.0,always_max,139.8073878673997,200.0,0.0,-184.07547030641837,underbid_10_percent,90.32437468134067,81.29193721320661,0.0,0.0,overbid_10_percent,65.81769027415297,72.39945930156827,0.0,0.0,underbid_fixed_10,82.81680830355197,72.81680830355197,0.0,0.0,overbid_fixed_10,110.69706222570639,120.69706222570639,0.0,0.0,imitate_last_winner,100.97644413470667,224.01620686553133,0.0,-3595.1378322513096,average_past_winners,141.46388979534055,222.60348881461795,0.0,0.0,adaptive_increase,78.55201850118581,94.26242220142298,0.0,0.0,adaptive_decrease,91.106719083336,91.106719083336,0.0,0.0,spiteful,149.86979700611485,224.8046955091723,-74.14640985941648,-124.80227194906226,timid,104.12723370392763,52.063616851963815,0.0,0.0,epsilon_greedy,117.69161069195249,117.69161069195249,0.0,0.0,trend_follower,126.98576965183366,126.98576965183366,0.0,0.0,memory_3_avg,148.56064707687318,90.6133225113958,0.0,0.0,competitor_aware,63.97489340691168,68.97489340691169,0.0,0.0,win_stay_lose_shift,65.22539649659188,87.54326398927779,0.0,0.0,strategy_switcher,141.28571935842834,169.542863230114,0.0,0.0
36,9,224.8046955091723,222.66638043446235,truthful,96.52501860096896,96.52501860096896,0.0,0.0,random,89.79481777416385,67.01870653602901,0.0,0.0,always_zero,114.69091677742065,0.0,0.0,0.0,always_max,131.70882035619888,200.0,0.0,-184.07547030641837,underbid_10_percent,139.02307962386664,125.12077166147998,0.0,0.0,overbid_10_percent,51.96884706968156,57.16573177664972,0.0,0.0,underbid_fixed_10,57.02334392730505,47.02334392730505,0.0,0.0,overbid_fixed_10,76.61530854586996,86.61530854586996,0.0,0.0,imitate_last_winner,128.01413703532842,224.8046955091723,-94.65224339913394,-3689.7900756504437,average_past_winners,107.17540326336055,222.66638043446235,0.0,0.0,adaptive_increase,120.13376479601219,144.1605177552146,0.0,0.0,adaptive_decrease,89.93688298176613,89.93688298176613,0.0,0.0,spiteful,143.4396465798327,215.15946986974905,0.0,-124.80227194906226,timid,119.57919993331632,59.78959996665816,0.0,0.0,epsilon_greedy,55.19983516293111,55.19983516293111,0.0,0.0,trend_follower,119.209158142928,119.99764678656896,0.0,0.0,memory_3_avg,74.78440204843358,90.61332197473725,0.0,0.0,competitor_aware,90.16948816188406,95.16948816188406,0.0,0.0,win_stay_lose_shift,121.6458088451575,97.17866810815931,0.0,0.0,strategy_switcher,109.03846830811864,130.84616196974235,0.0,0.0
37,9,224.8046955091723,222.72577807542652,truthful,90.83676601374637,90.83676601374637,0.0,0.0,random,72.06297796250857,3.376892365410211,0.0,0.0,always_zero,70.44468342713529,0.0,0.0,0.0,always_max,128.66267454503804,200.0,0.0,-184.07547030641837,underbid_10_percent,93.35859944754992,84.02273950279493,0.0,0.0,overbid_10_percent,120.82572926074224,132.90830218681646,0.0,0.0,underbid_fixed_10,60.48585803981943,50.48585803981943,0.0,0.0,overbid_fixed_10,58.57903284049385,68.57903284049385,0.0,0.0,imitate_last_winner,54.20517579138093,224.8046955091723,-168.5206022840456,-3858.3106779344894,average_past_winners,65.76766439023757,222.72577807542652,0.0,0.0,adaptive_increase,119.45920312408418,143.35104374890102,0.0,0.0,adaptive_decrease,64.52468228650882,64.52468228650882,0.0,0.0,spiteful,93.22875895139629,139.84313842709443,0.0,-124.80227194906226,timid,134.68452282960982,67.34226141480491,0.0,0.0,epsilon_greedy,141.65304622504007,141.65304622504007,0.0,0.0,trend_follower,73.72610047951108,73.72610047951108,0.0,0.0,memory_3_avg,148.23980473799006,90.61332226476792,0.0,0.0,competitor_aware,63.55922050420537,68.55922050420537,0.0,0.0,win_stay_lose_shift,108.01499590019208,184.1644103865188,0.0,0.0,strategy_switcher,55.53980572777707,66.64776687333249,0.0,0.0
38,9,224.8046955091723,222.7819650330953,truthful,105.2796693112614,105.2796693112614,0.0,0.0,random,138.55241004151276,71.0898467330471,0.0,0.0,always_zero,73.44639708720246,0.0,0.0,0.0,always_max,123.06207821435326,200.0,0.0,-184.07547030641837,underbid_10_percent,134.03967236800443,120.63570513120399,0.0,0.0,overbid_10_percent,142.42016545464116,156.6621820001053,0.0,0.0,underbid_fixed_10,59.298600279233796,49.298600279233796,0.0,0.0,overbid_fixed_10,72.80591077082306,82.80591077082306,0.0,0.0,imitate_last_winner,118.33889022051581,224.8046955091723,-104.4430748125795,-3962.753752747069,average_past_winners,53.51637293156869,222.7819650330953,0.0,0.0,adaptive_increase,96.3516897232769,115.62202766793229,0.0,0.0,adaptive_decrease,146.1329388068751,146.1329388068751,0.0,0.0,spiteful,52.275102228231475,78.41265334234721,0.0,-124.80227194906226,timid,54.46940076049629,27.234700380248146,0.0,0.0,epsilon_greedy,148.21005405225338,148.21005405225338,0.0,0.0,trend_follower,143.81116554837263,143.81116554837263,0.0,0.0,memory_3_avg,120.46018962565907,90.61332225030031,0.0,0.0,competitor_aware,69.16330837043742,74.16330837043742,0.0,0.0,win_stay_lose_shift,57.8953867239834,89.27401147917477,0.0,0.0,strategy_switcher,51.40608063034172,61.68729675641006,0.0,0.0
